PlayerPos,ObstacleXPos,CoinXPos
495.4,602,495
394,241,391
391,241,391
622.6,281,622
622.6,281,622
388.6,281,389
352.6,554,190
190.6,554,190
373.6,427,374
373.6,427,374
367.6,331,368
368.2,331,368
367,331,367
367.6,615,185
184.6,615,185
452.8,398,453
453.4,398,453
431.8,398,408
432.4,177,239
239.2,177,239
406,305,406
406,305,406
337,242,240
251.2,242,583
583,242,583
523,411,523
523.6,411,523
532.6,507,533
533.2,507,533
478.6,577,490
487.6,577,490
357.4,577,357
498.4,218,501
501.4,218,501
245.2,502,177
176.8,502,177
383.8,502,384
440.8,463,591
590.8,463,591
538,465,538
538,465,538
226,473,226
226.6,473,226
402.4,352,394
402.4,528,315
314.8,528,315
467.2,326,467
467.2,326,467
374.2,326,473
462.4,401,473
473.2,401,473
448.6,223,338
338.2,223,338
352,223,352
389.8,355,401
401.2,355,401
400,411,340
340,411,340
223,609,223
223,609,223
230.2,609,230
347.2,439,347
346.6,439,347
397,467,494
475.6,467,494
315.4,467,315
418.6,375,573
573.4,375,573
450.4,333,450
449.8,333,450
256.6,333,256
233.2,570,233
232.6,570,233
443.8,246,446
445.6,246,446
377.8,495,378
377.8,495,378
177.4,495,177
315.4,479,324
323.8,479,324
375.4,474,375
375.4,474,375
379,474,379
440.2,555,601
601.6,555,601
587.8,573,406
415.6,573,406
256,420,256
256.6,420,256
191.2,420,191
308.8,275,309
308.8,275,309
559.6,345,560
560.2,345,560
373.6,602,286
371.8,602,342
342.4,602,342
458.2,255,458
457.6,255,458
373,577,373
373,577,373
238.6,338,239
288.4,311,398
398.2,311,398
535.6,562,535
535,562,535
505.6,562,506
394,292,394
394.6,292,394
590.2,496,590
589.6,496,590
182.2,496,182
279.4,531,279
279.4,531,279
486.4,187,612
611.8,187,612
420.4,187,420
365.8,313,344
356.2,313,344
427.6,177,428
427.6,177,428
219.4,274,179
204.4,274,179
315.4,274,300
421,513,421
421.6,513,421
277.6,232,277
277,232,277
472.6,232,472
462.4,522,462
462.4,522,462
358.6,251,359
359.2,251,359
287.8,251,273
314.2,541,553
577,541,553
577,303,388
388,303,388
505,567,505
505,567,505
410.2,567,410
344.2,412,344
344.2,412,344
379,487,614
568,487,431
431.2,474,431
431.2,474,431
505,474,491
505.6,482,434
434.2,482,434
451.6,326,495
495.4,326,495
355.6,616,306
335.8,616,358
358,616,358
250.6,306,251
251.2,306,251
230.8,181,225
334.6,444,335
335.2,444,335
309.4,606,309
308.8,606,309
272.2,606,272
430.6,387,430
430,387,430
433.6,466,413
412.6,466,413
607.6,466,607
511.6,217,176
180.4,217,176
172.6,361,524
380.8,361,577
577.6,327,577
577,327,577
452.2,327,452
489.4,475,489
489.4,475,489
517.6,563,491
490.6,563,491
473.2,563,473
366.4,214,249
253.6,214,249
254.2,444,181
181.6,444,181
405.4,249,541
433,249,589
589,249,589
571.6,607,571
571,607,571
570.4,504,614
614.2,504,614
340.6,504,341
313.6,549,314
313.6,549,314
514,311,623
622.6,311,623
392.2,311,392
391.6,468,245
244.6,468,245
406,607,469
469.6,607,469
286.6,265,286
286,265,286
574.6,265,575
491.8,310,474
474.4,310,474
423.4,351,423
422.8,351,423
417.4,351,417
415,499,226
226,499,226
188.8,451,189
188.8,451,189
426.4,622,426
247,556,247
247.6,556,247
507.4,368,557
548.8,368,557
287.8,368,288
296.2,305,296
295.6,305,296
618.4,527,618
617.8,527,618
337.6,527,338
264.4,598,264
263.8,598,264
295,238,295
295,238,295
523.6,238,523
469.6,379,317
316.6,379,317
335.8,250,447
446.8,250,447
355.6,523,355
355,523,355
418,523,418
481.6,450,500
500.2,450,500
605.8,352,606
606.4,352,606
592,352,592
592.6,445,593
592.6,445,593
482.8,460,349
352.6,460,349
623.8,460,624
588.4,241,588
587.8,241,588
379.6,543,307
307.6,543,307
407.2,423,407
406.6,423,407
286.6,423,286
361.6,591,362
362.2,591,362
289.6,407,289
289.6,407,289
443.8,407,444
439,579,241
241,579,241
452.2,189,533
533.2,189,533
466.6,336,467
467.2,336,467
226.6,336,227
307,622,369
368.8,622,369
193.6,250,193
193.6,250,193
418,250,418
372.4,326,273
272.8,326,273
427,370,427
529.6,438,529
529,438,529
487.6,582,235
371.8,582,190
190,582,190
278.8,518,479
471.4,518,479
387.4,587,387
386.8,587,387
541,494,613
577,494,524
538.6,494,524
539.2,496,406
406,496,406
452.2,296,612
611.8,296,554
554.2,296,554
529.6,556,518
514.6,556,518
476.2,464,476
476.2,464,476
505,355,467
469,355,467
614.2,355,614
470.8,481,178
193,481,178
442,425,605
605.2,425,441
463,474,441
461.8,474,441
431.8,474,432
436.6,510,577
577,510,577
545.8,371,337
409,371,521
520.6,371,521
549.4,546,597
597.4,546,597
616.6,243,617
617.2,243,617
319,253,319
319.6,253,319
313,253,313
397.6,439,398
397.6,439,398
316,587,316
316,587,316
218.8,587,219
252.4,498,518
527.2,498,518
527.2,305,389
389.2,305,389
608.2,589,608
608.2,589,608
227.2,589,207
298.6,281,298
307.6,281,298
230.8,284,231
233.8,247,305
305.2,247,305
197.8,282,229
229.6,282,229
343,282,343
439,520,439
439.6,520,439
449.2,355,449
448.6,355,449
308.8,355,310
308.8,476,472
456.4,476,472
256.6,241,256
256,241,256
184.6,241,184
197.2,459,419
415.6,459,419
416.2,221,582
581.8,221,582
263.2,192,205
205.6,192,448
448.6,192,448
344.8,359,202
202.6,359,202
319,298,620
526.6,298,420
419.8,399,420
419.8,399,420
361,399,377
361.6,212,521
520.6,212,521
367.6,585,367
367,585,367
244.6,585,244
277.6,222,278
277.6,222,278
510.4,235,553
553,235,553
307.6,425,307
307,425,307
375.4,425,375
391.6,537,452
451.6,537,452
505,601,517
517.6,601,517
631.6,601,610
632.2,246,454
454.6,246,454
337,489,337
337,489,337
460.6,373,589
532,373,450
449.8,373,450
458.8,191,459
458.8,191,459
394,291,394
394,291,394
203.2,192,203
202.6,192,203
304.6,192,305
444.4,261,518
517.6,261,518
284.8,498,242
241.6,498,242
291.4,341,316
291.4,371,533
532.6,371,533
515.8,511,516
515.8,511,516
385.6,511,385
455.8,296,456
455.8,296,456
617.2,515,617
616.6,515,617
469.6,515,496
469.6,293,604
604.6,293,604
338.2,548,249
248.8,548,249
504.4,403,623
539.8,403,191
190.6,403,191
343,281,385
385,281,385
583.6,175,583
583,175,583
484,175,484
494.8,577,495
494.8,577,495
481,296,481
481.6,296,481
440.8,296,441
417.4,370,327
326.8,370,327
233.2,508,233
232.6,508,233
470.8,279,552
525.4,279,552
315.4,279,604
361.6,477,604
604.6,477,604
582.4,364,582
582.4,364,582
397.6,333,309
309.4,333,549
549.4,333,549
480.4,204,236
236.2,204,236
316.6,495,317
316.6,495,317
313,568,313
313.6,568,313
464.8,568,465
538.6,248,561
561.4,248,561
478.6,601,479
479.2,601,479
629.2,601,623
493.6,621,494
533.8,347,534
534.4,347,534
524.2,270,524
523.6,270,524
334.6,270,335
317.8,398,314
313.6,398,314
350.8,547,413
412.6,547,413
328,547,328
439.6,194,485
485.2,194,485
291.4,305,291
290.8,305,291
421,305,421
475.6,557,582
600.4,557,582
599.8,280,419
418.6,280,419
542.8,221,543
542.8,221,543
262,221,616
365.2,443,616
616,443,616
507.4,190,507
506.8,190,507
379.6,190,379
417.4,290,582
582.4,290,582
590.8,302,591
591.4,302,591
338.8,497,232
241,497,332
332.2,497,332
402.4,404,495
494.8,404,495
439.6,515,209
209.2,515,451
451.6,306,451
451,306,451
609.4,306,609
517.6,614,364
364.6,614,364
545.8,371,546
546.4,371,546
401.8,254,260
352,254,388
388,254,388
367,221,367
367.6,221,367
483.4,548,483
483.4,548,483
383.2,176,383
351.4,293,351
350.8,293,351
532.6,596,532
532,596,532
244.6,596,244
409,255,473
473.2,255,473
527.2,500,527
526.6,500,527
569.2,500,569
584.8,416,585
584.8,416,585
460.6,245,285
311.8,245,285
373.6,245,374
331.6,423,288
287.8,423,288
380.2,208,433
433.6,208,433
619.6,482,619
619,482,619
618.4,482,618
545.2,180,545
544.6,180,545
437.8,549,438
438.4,549,438
506.8,549,507
409,441,270
269.8,441,270
403.6,424,541
541,424,541
387.4,424,410
386.8,198,444
443.8,198,444
517.6,440,518
517.6,440,518
475.6,545,447
447.4,545,447
623.8,545,624
578.8,175,461
460.6,175,461
444.4,509,444
444.4,509,444
209.8,509,210
194.2,176,194
206.8,176,194
398.2,243,409
409.6,243,409
405.4,496,405
405.4,496,405
587.2,496,587
525.4,345,198
198.4,345,439
457,577,457
527.2,213,613
613,213,613
262,463,187
212.2,463,187
415.6,463,442
415.6,192,516
516.4,192,516
517,611,517
517.6,611,517
565.6,611,586
479.8,358,473
472.6,358,473
520,614,520
520,614,520
212.2,614,212
242.2,578,335
334.6,578,335
202,218,202
202,218,202
602.2,599,613
613,599,613
264.4,599,264
338.2,250,338
338.2,250,338
444.4,430,444
444.4,430,444
289.6,430,290
376,522,502
484.6,522,502
484.6,517,572
571.6,517,572
602.8,517,603
589,479,274
274,479,274
424.6,584,424
424,584,424
549.4,217,557
556.6,217,557
263.8,217,264
250.6,397,232
232.6,397,232
364.6,583,374
374.2,583,374
450.4,583,450
420.4,220,362
361.6,220,362
378.4,329,378
378.4,329,378
499.6,548,499
499,548,499
272.8,548,273
377.2,578,595
605.8,578,595
181.6,556,182
353.8,412,354
354.4,412,354
328.6,270,328
328,270,328
222.4,270,230
219.4,437,219
219.4,437,219
390.4,295,447
446.8,295,447
233.8,295,234
248.8,193,281
281.2,193,281
428.2,293,428
427.6,293,428
472.6,293,473
418,386,392
429.4,386,258
429.4,588,258
257.8,588,258
283.6,469,283
283,469,283
212.8,469,213
194.8,213,195
176.8,213,195
172.6,443,592
380.8,443,296
296.2,586,296
295.6,586,296
247.6,586,248
188.8,288,189
188.8,288,189
251.2,462,277
277.6,462,277
498.4,462,607
500.8,446,607
607.6,446,607
481.6,320,181
182.2,320,392
286,210,392
392.2,210,392
242.8,210,227
265.6,312,440
440.2,312,440
443.8,466,444
443.8,466,444
496.6,312,495
495.4,312,495
281.8,312,285
281.8,493,608
580.6,493,608
521.8,455,286
313.6,455,530
536.2,282,536
451.6,372,452
452.2,372,452
276.4,370,276
275.8,370,276
264.4,370,264
233.2,348,233
232.6,348,233
301,418,383
383.2,418,383
329.8,418,330
249.4,396,249
249.4,396,249
246.4,296,246
245.8,296,246
430,296,430
375.4,189,253
253,189,253
365.2,489,365
365.2,489,365
356.2,323,356
356.2,323,356
217.6,323,217
281.8,223,349
349,223,349
307.6,390,308
307.6,390,308
607.6,390,608
534.4,291,534
533.8,291,534
497.8,554,498
497.8,554,498
224.2,554,224
265,182,602
602.2,182,602
461.8,295,462
462.4,295,462
586.6,581,587
586.6,581,587
614.8,581,590
615.4,434,194
277.6,434,426
400.6,206,426
426.4,206,426
613.6,419,613
613.6,419,613
449.8,419,431
517.6,210,518
518.2,210,518
314.8,328,315
315.4,328,315
281.2,328,281
299.2,434,341
341.2,434,341
388.6,438,187
253,463,187
187.6,463,187
413.8,304,572
544.6,304,572
352.6,530,286
350.8,530,273
272.8,530,273
472,570,518
517.6,570,518
475.6,199,475
475.6,199,475
388,199,388
244.6,372,231
231.4,372,231
289.6,189,289
289.6,189,289
419.2,189,419
431.8,383,432
431.8,383,432
425.2,292,354
354.4,292,354
556.6,292,557
534.4,309,385
385.6,309,385
428.2,476,428
428.2,476,428
273.4,378,273
272.8,378,273
305.2,378,305
228.4,298,228
228.4,298,228
260.8,531,555
436,531,559
566.8,374,559
559.6,374,559
623.2,374,623
464.8,398,253
253.6,398,253
194.8,618,195
195.4,618,195
526.6,618,527
584.8,405,593
592.6,405,593
436.6,526,249
275.2,526,249
178.6,480,178
178.6,480,178
292.6,480,293
279.4,384,279
278.8,384,279
355,625,495
494.8,625,415
415,625,415
419.2,384,492
491.8,384,492
559.6,562,560
559.6,562,560
263.2,382,182
186.4,382,182
293.8,244,345
345.4,611,345
344.8,611,345
519.4,309,519
519.4,309,519
569.2,309,569
479.8,480,473
433.6,480,396
396.4,593,396
396.4,593,396
547.6,246,565
565.6,246,565
565.6,246,565
619,289,619
619,289,619
388,456,388
388,456,388
358,456,358
412.6,461,471
502.6,461,210
503.2,469,210
218.8,469,265
265.6,428,265
265,428,265
494.2,428,494
572.2,410,591
590.8,410,591
448.6,350,324
324.4,350,324
611.2,350,611
600.4,458,424
421.6,458,424
240.4,407,229
229.6,407,229
371.2,600,558
496,600,577
565.6,600,577
526,495,446
446.2,495,446
461.2,343,539
539.2,343,539
376,458,269
276.4,458,427
425.8,458,427
425.8,265,496
496.6,265,496
316.6,223,317
317.2,223,317
385,339,385
385.6,339,385
622.6,339,622
490.6,334,342
342.4,334,342
530.8,255,531
530.8,255,531
467.2,255,467
418,266,371
371.2,266,371
361.6,192,361
361,192,361
358,561,358
358.6,561,358
206.8,561,207
281.2,198,281
281.2,198,281
331.6,579,331
331,579,331
215.8,579,216
236.8,214,441
440.8,214,441
413.2,429,413
413.2,429,413
190.6,527,191
191.2,527,191
258.4,527,258
325.6,554,390
390.4,554,390
310,357,310
310.6,357,310
280.6,224,281
281.2,224,281
279.4,224,279
385,183,475
475,183,475
244,212,188
187.6,212,188
181.6,212,182
194.8,270,320
319.6,270,320
364,447,364
202.6,613,202
202,613,202
298.6,312,298
298,312,298
263.8,312,274
263.8,342,296
295.6,342,296
215.2,238,215
214.6,238,215
528.4,238,528
418,516,276
275.8,516,276
428.2,177,428
428.2,177,428
397.6,177,397
343.6,260,342
341.8,260,342
583,536,595
595.6,536,595
270.4,180,270
269.8,180,270
221.2,180,215
392.8,426,393
393.4,426,393
386.2,291,389
389.2,291,389
512.8,291,513
427,350,427
427,350,427
388,491,299
298.6,491,299
334.6,491,335
294.4,602,211
211,602,211
419.2,510,601
601.6,510,601
619.6,369,620
620.2,369,620
403,369,242
403.6,526,242
241.6,526,242
396.4,209,396
396.4,209,396
241,245,240
239.8,245,240
450.4,245,450
345.4,363,345
344.8,363,345
538.6,322,539
538.6,322,539
351.4,322,376
353.8,554,376
376,554,376
396.4,439,396
396.4,439,396
444.4,198,444
248.2,252,180
180.4,252,180
301,444,262
262,444,262
603.4,444,603
491.8,326,222
222.4,326,222
264.4,374,264
263.8,374,264
319.6,374,319
328,522,518
502,522,518
220.6,270,220
220,270,220
363.4,270,363
407.2,212,407
407.2,212,407
255.4,375,250
250.6,375,250
216.4,586,216
216.4,586,216
541,586,541
426.4,577,426
426.4,577,426
506.2,192,506
506.2,192,506
574.6,192,574
466.6,534,283
283.6,534,283
496,200,547
547.6,200,547
236.8,393,183
207.4,393,230
230.2,393,230
271.6,527,271
271,527,271
187.6,264,188
188.2,264,188
467.8,264,468
403.6,481,324
324.4,481,324
385.6,463,386
385.6,463,386
376.6,474,377
376.6,474,377
397.6,474,398
442.6,542,470
469.6,542,470
512.2,211,534
533.8,211,534
583.6,211,584
520.6,537,399
398.8,537,399
466,479,466
466.6,479,466
426.4,422,426
425.8,422,426
562,422,562
448,463,388
388,463,388
478.6,242,478
422.8,602,423
423.4,602,423
517.6,453,518
518.2,453,518
607.6,453,608
518.8,616,519
519.4,616,519
397,482,397
397.6,482,397
214.6,482,215
250.6,318,251
250.6,318,251
272.8,453,530
481,453,547
547,388,547
547.6,388,547
345.4,388,357
344.8,479,345
345.4,479,345
227.8,366,228
227.8,366,228
270.4,366,270
227.8,441,228
228.4,441,228
236.8,503,237
236.8,503,237
313.6,503,314
353.2,252,475
475.6,252,475
290.2,368,285
285.4,368,285
331,220,359
359.2,220,359
462.4,220,462
454.6,420,454
454,420,454
454.6,288,306
305.8,288,473
472.6,281,473
472.6,281,473
196.6,281,196
248.2,581,339
338.8,581,339
548.8,382,589
589.6,382,589
508.6,382,508
588.4,215,588
588.4,215,588
524.8,410,525
524.8,410,525
512.2,410,512
512.8,571,581
598.6,571,581
605.2,221,605
393.4,204,292
292,204,292
253,617,239
239.2,617,239
260.2,617,260
424.6,299,434
433.6,299,434
350.8,467,351
351.4,467,351
316,467,316
421.6,408,529
529.6,408,529
453.4,328,404
403.6,328,404
485.8,328,486
540.4,385,572
571.6,385,572
472.6,315,473
472.6,315,473
533.2,245,533
533.2,245,533
188.2,245,188
204.4,492,535
520,492,183
532.6,617,183
328,617,284
284.2,377,284
283.6,377,284
300.4,377,300
338.8,394,401
401.2,394,401
517.6,579,517
517.6,579,517
397.6,579,397
470.8,473,590
590.2,473,590
508,612,422
421.6,612,422
186.4,305,186
186.4,305,186
408.4,305,408
337.6,434,305
304.6,434,305
314.2,288,314
314.2,288,314
522.4,288,522
440.2,511,432
431.8,511,432
206.2,345,206
206.2,345,206
176.8,345,177
178.6,252,389
388.6,252,389
359.2,569,359
358.6,569,359
234.4,595,234
220.6,195,220
220,195,220
334.6,585,335
335.2,585,335
448.6,585,448
284.2,262,281
281.2,262,281
428.8,564,429
429.4,564,429
445.6,564,445
334,561,305
305.2,561,305
506.2,209,506
505.6,209,506
607,209,607
560.8,499,561
560.8,499,561
542.2,198,252
281.2,198,535
535.6,459,535
535.6,459,535
308.2,459,308
354.4,381,354
341.2,381,354
340.6,402,460
460,402,460
341.2,402,341
347.8,342,348
380.2,342,584
523.6,291,584
584.2,291,584
328,532,184
184,532,560
496,362,560
559,362,273
273.4,362,273
186.4,267,186
186.4,267,186
233.2,560,372
367,560,372
416.2,560,416
389.2,484,189
188.8,484,189
212.2,488,212
211.6,488,212
441.4,295,441
441.4,295,441
230.2,295,230
265,605,389
388.6,605,389
575.8,498,604
604,498,604
414.4,205,414
255.4,587,180
180.4,587,180
263.8,243,264
264.4,243,264
609.4,243,609
616.6,217,616
616,217,616
424,337,424
424.6,337,424
590.8,337,591
479.2,383,189
188.8,383,189
338.2,282,599
546.4,282,516
516.4,480,516
515.8,480,516
327.4,480,327
436.6,439,499
499,439,499
511.6,175,511
511,175,511
475.6,175,476
368.8,540,249
248.8,540,249
253,467,253
253.6,467,253
331.6,467,332
290.2,265,263
226.6,265,387
227.2,370,387
387.4,370,387
583.6,481,584
584.2,481,584
445.6,481,456
445.6,362,504
503.8,362,504
577.6,381,577
577.6,381,577
415.6,520,195
350.2,520,444
443.8,520,444
348.4,364,227
226.6,364,227
332.2,541,565
535,541,219
219.4,498,219
218.8,498,219
402.4,498,402
467.8,294,519
518.8,294,519
322.6,349,266
266.2,349,266
478,530,478
266.2,307,231
230.8,307,231
487,356,487
487.6,356,487
454.6,356,454
404.2,368,389
389.2,368,389
206.8,215,207
207.4,215,207
265.6,215,265
377.2,570,534
525.4,570,534
311.8,525,312
311.8,525,312
481.6,208,609
499.6,208,404
403.6,208,404
254.2,432,254
253.6,432,254
390.4,313,591
536.8,313,514
514.6,313,514
479.2,178,419
419.2,178,419
464.2,211,464
464.2,211,464
250.6,234,181
208.6,234,181
320.2,234,320
278.8,447,279
279.4,447,279
337.6,203,337
337,203,337
281.8,203,282
341.2,407,453
452.8,407,453
468.4,254,468
467.8,254,468
305.2,177,305
304.6,177,305
209.8,177,195
354.4,205,551
551.2,205,551
613,435,613
613,435,613
466,435,451
466.6,406,235
235,406,235
297.4,612,297
297.4,612,297
568.6,178,568
568.6,178,568
511.6,178,511
377.2,191,331
331.6,191,331
296.8,455,297
297.4,455,297
530.8,228,531
319,499,218
217.6,499,218
449.8,182,499
490.6,182,499
230.8,182,231
394.6,463,560
560.2,463,560
510.4,357,176
350.2,357,359
403.6,604,359
367.6,604,343
343.6,604,343
214.6,473,215
214.6,473,215
428.8,505,498
498.4,505,498
577.6,505,578
548.2,301,212
217,301,212
259.6,327,530
475,327,552
552.4,486,552
551.8,486,552
184.6,486,185
255.4,365,255
255.4,365,255
286.6,249,287
287.2,249,287
547.6,249,547
469.6,409,299
298.6,409,299
372.4,555,605
601,555,371
371.2,528,371
371.2,528,371
562.6,528,231
563.2,344,231
230.8,344,231
310,541,544
517,541,544
367.6,308,367
367,308,367
482.8,308,483
531.4,407,531
531.4,407,531
437.8,604,175
253,604,615
574.6,269,615
606.4,269,615
310.6,269,310
430.6,475,534
534.4,475,534
538,395,538
445,309,317
317.2,309,317
478.6,392,479
479.2,392,479
286.6,392,287
344.2,259,489
488.8,259,489
395.2,502,395
394.6,502,395
359.2,502,359
456.4,617,556
556,617,556
490.6,332,491
491.2,332,491
483.4,332,483
428.8,617,283
283.6,617,283
265,207,265
265,207,265
366.4,430,366
366.4,430,366
183.4,430,183
360.4,351,460
460,351,460
391,559,195
255.4,559,619
520.6,319,619
548.8,319,175
175.6,319,175
238,257,238
238,257,238
433.6,600,434
433.6,600,434
252.4,600,252
306.4,272,306
307,272,306
384.4,558,384
384.4,558,384
427.6,616,428
427.6,616,428
238,616,238
398.8,409,515
514.6,409,515
441.4,322,302
302.8,322,217
217,322,217
235,259,342
341.8,259,342
503.8,381,504
504.4,381,504
484.6,295,485
485.2,295,485
368.2,295,368
323.2,247,305
305.2,247,305
541.6,298,603
602.8,298,603
538,296,538
489.4,371,489
488.8,371,489
568.6,186,569
569.2,186,569
377.8,186,378
542.2,518,581
581.2,518,581
565.6,514,346
406,514,500
468.4,250,500
500.2,250,570
569.8,250,570
530.2,571,530
529.6,571,530
349.6,388,349
349,388,349
221.8,388,222
321.4,432,539
539.2,432,539
529.6,452,530
530.2,452,530
283.6,452,283
246.4,178,196
217.6,178,196
428.2,391,546
545.8,391,546
430.6,482,316
329.8,482,423
423.4,482,423
444.4,186,551
551.2,186,551
604,307,604
604.6,307,604
343.6,186,283
283.6,186,210
221.2,186,210
320.8,226,453
453.4,226,453
610,458,610
610.6,458,610
491.2,613,340
450.4,613,570
569.8,613,570
466.6,238,467
467.2,238,467
569.8,596,570
570.4,596,570
438.4,596,438
400.6,203,363
363.4,203,363
314.2,440,314
314.2,440,314
323.2,596,323
323.2,596,323
482.8,596,483
377.2,350,175
175.6,350,175
248.8,238,249
249.4,238,249
309.4,238,309
323.2,191,323
323.2,191,323
452.8,570,453
453.4,570,453
446.8,623,447
447.4,623,447
508.6,623,509
432.4,581,347
346.6,581,347
320.8,512,321
320.8,512,321
206.2,272,206
205.6,272,206
398.8,272,399
299.2,399,299
298.6,399,299
287.2,337,311
286.6,586,366
366.4,586,366
505,498,505
505.6,498,505
357.4,498,357
449.8,461,502
502,461,502
601.6,387,601
601.6,387,601
433.6,387,407
433.6,534,407
407.2,534,407
442.6,537,442
442,537,442
487.6,345,488
487.6,345,488
558.4,345,558
394.6,554,382
382,554,382
511.6,462,564
564.4,462,564
331,462,331
270.4,516,270
269.8,516,270
365.8,520,366
365.8,520,366
399.4,520,399
434.2,552,598
598.6,552,598
589.6,592,445
445.6,592,445
535.6,208,536
536.2,208,536
272.2,208,272
407.2,335,483
483.4,335,483
595.6,268,596
596.2,268,596
532.6,268,532
577.6,382,578
577.6,382,578
604,535,604
604,535,604
567.4,608,565
565,608,565
290.8,608,291
431.8,598,625
625.6,598,625
628.6,298,610
610.6,298,610
520,298,520
460.6,344,383
383.2,344,383
505.6,283,505
555.4,546,555
554.8,546,555
595,367,591
590.8,367,591
469,367,469
415,358,218
217.6,358,218
311.2,372,435
408.4,372,435
505,372,505
418,589,357
356.8,589,357
544.6,438,608
608.2,438,608
481.6,351,178
454,351,392
394,351,392
394.6,178,364
364,178,364
438.4,187,438
438.4,187,438
446.2,187,446
542.8,240,543
543.4,240,543
311.8,249,312
311.8,249,312
617.8,249,618
586.6,561,574
598.6,561,574
599.2,222,262
315.4,222,432
432.4,407,432
431.8,407,432
367,407,367
371.2,622,371
371.2,622,371
473.2,606,473
472.6,606,473
290.8,412,291
291.4,412,291
359.8,412,360
379.6,591,405
404.8,591,405
256.6,276,257
256.6,276,257
577.6,276,578
541,334,541
541,334,541
559,235,559
559,235,559
571,206,571
571,206,571
319.6,206,319
365.2,572,365
365.2,572,365
259.6,561,260
260.2,561,260
259.6,561,259
311.2,266,577
577,266,577
578.8,272,579
579.4,272,579
359.2,417,359
367,411,570
570.4,411,570
479.8,198,480
480.4,198,480
419.8,198,420
255.4,620,212
211.6,620,212
484,359,484
484.6,359,484
272.8,359,273
242.8,380,243
242.8,380,243
334.6,262,452
451.6,262,452
341.8,262,342
306.4,412,272
271.6,412,272
369.4,582,469
469,582,469
422.8,215,423
422.8,215,423
525.4,215,525
491.2,518,491
491.2,518,491
177.4,608,177
177.4,608,177
344.2,608,344
454.6,353,526
526,353,526
391.6,483,240
258.4,483,240
200.8,483,201
238,221,500
499.6,221,500
379.6,444,379
379,444,379
409.6,518,426
426.4,518,426
608.8,518,609
552.4,413,431
431.2,413,431
445.6,298,407
406.6,298,407
523.6,298,523
484.6,505,485
474.4,505,485
473.8,413,596
596.2,413,596
442.6,297,296
352,297,521
520.6,297,521
459.4,280,225
225.4,280,225
222.4,270,222
222.4,270,222
499.6,603,500
499.6,603,500
236.2,603,236
361.6,614,408
407.8,614,408
421.6,402,422
421.6,402,422
472.6,402,472
432.4,193,216
216.4,193,216
224.8,286,225
224.8,286,225
239.2,234,239
238.6,234,239
413.2,234,413
322,290,195
194.8,290,195
526.6,248,526
314.8,218,208
208.6,218,208
323.2,201,323
322.6,201,323
487.6,201,488
601.6,568,602
602.2,568,602
520.6,418,543
542.8,418,543
301,418,301
371.8,235,605
604.6,235,605
595.6,386,596
596.2,386,596
430.6,199,233
413.2,199,540
540.4,199,540
370,300,301
301.6,300,301
257.8,498,280
280,498,280
439,498,439
332.2,353,219
219.4,353,219
313.6,280,325
325,280,325
327.4,280,327
368.8,337,376
376.6,337,376
424.6,426,425
425.2,426,425
250.6,432,251
250.6,432,251
344.2,432,344
395.8,404,579
579.4,404,579
484.6,603,484
484.6,603,484
403,603,403
458.2,343,458
457.6,343,458
469,567,469
469.6,567,469
420.4,277,420
419.8,277,420
433.6,277,434
514,505,514
514,505,514
214,550,186
185.8,550,186
520.6,550,570
521.2,609,570
570.4,609,570
431.8,175,432
432.4,175,432
566.2,316,566
566.2,316,566
382,316,382
341.8,227,324
323.8,227,324
536.2,577,608
608.2,577,608
505,362,505
505.6,362,505
339.4,362,357
217,309,179
179.2,309,179
220.6,548,221
221.2,548,221
328.6,548,328
363.4,600,411
410.8,600,411
241.6,442,203
203.2,442,203
548.2,498,462
548.2,387,462
462.4,387,462
436.6,374,397
397,374,397
528.4,374,528
439,312,423
423.4,312,423
571.6,257,572
571.6,257,572
380.2,257,380
419.2,497,592
592.6,497,592
542.2,481,386
386.2,481,386
407.2,536,407
407.2,536,407
439.6,536,440
454.6,232,454
454,232,454
576.4,469,576
576.4,469,576
619,469,619
510.4,561,373
373,561,373
357.4,201,357
357.4,201,357
240.4,201,231
283,314,324
352.6,314,343
352,585,343
343,585,343
210.4,277,210
209.8,277,210
316.6,277,316
391.6,319,587
587.2,319,587
374.8,567,375
375.4,567,375
212.2,567,212
210.4,241,207
207.4,241,207
208,548,316
316,548,316
181,387,181
181.6,387,181
356.2,387,407
356.2,480,407
406.6,480,407
449.8,405,514
514,405,514
434.2,604,353
371.2,604,353
547,604,547
460,179,382
382,179,382
505.6,367,505
505.6,367,505
581.8,367,582
577.6,612,176
202,612,176
287.2,346,287
286.6,346,287
616,310,616
407.8,380,408
408.4,380,408
527.8,339,528
528.4,339,528
291.4,339,302
287.8,305,288
288.4,305,288
462.4,592,462
461.8,592,462
361.6,592,361
427.6,372,427
427,372,427
417.4,336,222
221.8,336,339
292,335,339
316.6,335,339
287.8,335,288
292.6,329,608
608.2,329,246
371.2,329,246
246.4,329,246
187,329,187
216.4,413,283
283.6,413,283
218.2,379,218
218.2,379,218
340.6,225,477
443.8,225,512
512.2,225,512
582.4,465,621
620.8,465,621
575.2,382,575
574.6,382,575
418,480,299
350.8,480,248
247.6,480,248
346,581,523
523,581,523
439.6,417,439
439,417,439
196.6,417,197
220,251,438
438.4,251,438
340.6,356,341
341.2,356,341
579.4,455,579
579.4,455,579
363.4,455,363
424.6,325,565
565,325,565
